CountryName,CityName,Latitude,Longitude
Dornod,47.6772781,115.2177155,Mongolia,Mongolia
Pasar Masomba,-0.9078998,119.87874509040768,Indonesia,Indonesia
Pangasinan,15.916667,120.333333,Philippines,Philippines
Naryn,41.36706575,75.99318378659194,Kyrgyzstan,Kyrgyzstan
Warangal,17.9820644,79.5970954,Bassas da India,Bassas da India
Kampot,10.6314754,104.132637,Cambodia,Cambodia
Lubumbashi,-11.6642316,27.4826264,Democratic Republic of the Congo,Democratic Republic of the Congo
Dar Paing,20.170469,92.83435,Myanmar,Myanmar
Pasar Beringin,-2.06279875,101.39547145551245,Indonesia,Indonesia
Basilan,6.578645,122.034922,Philippines,Philippines
Pasar Inpres Naikoten,-10.178053649999999,123.60026054326741,Indonesia,Indonesia
Abalak,15.463729,6.281312,Niger,Niger
Berd,40.829786600000006,45.43899860862679,Armenia,Armenia
Al Bab,36.3711098,37.5143955,Syrian Arab Republic,Syrian Arab Republic
Rukwa Region,-7.7511321,30.9487902,United Republic of Tanzania,United Republic of Tanzania
Bolga,10.7853963,-0.8487322,Ghana,Ghana
Kajiji,12.537262,4.9362355,Democratic Republic of the Congo,Democratic Republic of the Congo
Bhairahawa,27.6853559,83.4184781,Nepal,Nepal
Nainawa,10.264757,10.321103,Iraq,Iraq
Hargeysa,9.561733,44.061803,Somalia,Somalia
Karongi,-2.17132825,29.441250451431387,Rwanda,Rwanda
Zakarpattya,48.2953664,23.4466092,Ukraine,Ukraine
Kirkuk,35.4719308,44.3953896,Iraq,Iraq
Bystrovka,42.7882884,75.697228,Kyrgyzstan,Kyrgyzstan
Avoca,41.4776567,-95.3394897,Zimbabwe,Zimbabwe
Lilongwe,-13.9875107,33.768144,Malawi,Malawi
Bururi,-3.8581592,29.584379,Burundi,Burundi
Wassu,-3.618081,128.493251,Gambia,Gambia
Mbout,2.7621642,11.0869803,Mauritania,Mauritania
Bossangoa,6.4924441,17.4463162,Central African Republic,Central African Republic
Mayabunder,12.7701746,92.83131186045273,Bassas da India,Bassas da India
Dehradun,30.3255646,78.0436813,Bassas da India,Bassas da India
Maradi Commune,13.4866973,7.1030475,Niger,Niger
Muramvya,-3.2751181,29.6307855,Burundi,Burundi
Sulu,5.9942808,121.0787926,Philippines,Philippines
Yenanchaung,20.4909007,94.9031907,Myanmar,Myanmar
Bharatpur,29.3582395,79.547882,Bassas da India,Bassas da India
Dharmapuri,12.09680475,78.19304301026716,Bassas da India,Bassas da India
Mahombekombe,-16.526093799999998,28.7773321099384,Zimbabwe,Zimbabwe
Baabda,33.8338977,35.5443697,Lebanon,Lebanon
Kebri Dehar,6.7389461,44.2804067,Ethiopia,Ethiopia
Thyolo,-16.128774749999998,35.14491322382413,Malawi,Malawi
Montepuez,-12.6245282,38.58900662849378,Mozambique,Mozambique
Daykundi,33.725113,66.2196554,Afghanistan,Afghanistan
Zamboanga del Norte,8.0,122.666667,Philippines,Philippines
Nashik,20.0112475,73.7902364,Bassas da India,Bassas da India
Oriental Mindoro,13.2,121.2,Philippines,Philippines
Port Loko,8.7643754,-12.7819558,Sierra Leone,Sierra Leone
Carnot,4.9421173,15.8690967,Central African Republic,Central African Republic
Tandag,9.0799833,126.1974606,Philippines,Philippines
Bohicon,7.1816331,2.0695683,Benin,Benin
Aizawl,23.7435236,92.7382905,Bassas da India,Bassas da India
Amran,16.230218,43.909834,Yemen,Yemen
Pasar Sidodadi,-0.16172985,116.95758006612917,Indonesia,Indonesia
Khan Arnaba,33.2391876,35.889477316334,Syrian Arab Republic,Syrian Arab Republic
Bokeo,20.317445,100.3958112,Lao People's Democratic Republic,Lao People's Democratic Republic
Kiev,50.4500336,30.5241361,Ukraine,Ukraine
Udaipur,24.578721,73.6862571,Bassas da India,Bassas da India
El Geneina,13.4435,22.4452278,Sudan,Sudan
Pasar Bangka,-6.245745149999999,106.8153248,Indonesia,Indonesia
Singida Region,-5.2902148,34.6367444,United Republic of Tanzania,United Republic of Tanzania
Kikwit,-5.0610453,18.808744282510744,Democratic Republic of the Congo,Democratic Republic of the Congo
Kilimanjaro Region,-3.476279,37.3872648,United Republic of Tanzania,United Republic of Tanzania
Gorakhpur,26.6711433,83.36457243864551,Bassas da India,Bassas da India
Kapchorwa,1.33106065,34.39616563403531,Uganda,Uganda
Samarkandek,40.0276663,70.4355865,Kyrgyzstan,Kyrgyzstan
Nkhate,-16.1439904,34.9567335,Malawi,Malawi
Long Tan,43.9095188,126.5590664,Myanmar,Myanmar
Gulu,3.0199023,32.38825103502008,Uganda,Uganda
Nyabikere,-3.2653493,30.111956,Burundi,Burundi
Chernivtsi,48.2864702,25.9376532,Ukraine,Ukraine
Tabora Region,-5.1913822,32.5080629,United Republic of Tanzania,United Republic of Tanzania
Obo,60.9943157,75.5139561,Central African Republic,Central African Republic
Checheche,-20.7635571,32.2271979,Zimbabwe,Zimbabwe
Mishiha,-3.0729759999999997,30.722470638076356,Burundi,Burundi
Tenenkou,14.4547633,-4.9164995,Mali,Mali
Vatovavy Fitovinany (Region),-21.266033399999998,47.863708707508536,Madagascar,Madagascar
Musha,25.6422228,74.7860384,Rwanda,Rwanda
Wunrok,8.989333,28.303667,South Sudan,South Sudan
Pasar Lama Sentani,-2.5679367,140.5047647,Indonesia,Indonesia
Pasar Kayu Jati,0.8512082,99.561119125,Indonesia,Indonesia
Agartala,23.8312377,91.2823821,Bassas da India,Bassas da India
Ajloun,32.3323294,35.7520522,Jordan,Jordan
Sadung,25.3962189,97.8984954,Myanmar,Myanmar
Saharanpur,29.9880774,77.5081299470512,Bassas da India,Bassas da India
Hilmand,31.0,64.0,Afghanistan,Afghanistan
Arba Minch,6.0215142,37.5539809,Ethiopia,Ethiopia
Pasar Raya,-1.591359,102.0067962,Indonesia,Indonesia
Aweil Town,9.24249105,27.743200960843335,South Sudan,South Sudan
Owando,-0.481343,15.896645,Congo,Congo
Stung Treng,13.852468,106.0889848986395,Cambodia,Cambodia
Laguna,14.1696476,121.3336526,Philippines,Philippines
Bedanda,11.348427,-15.112394,Guinea-Bissau,Guinea-Bissau
Pakokku Myo Ma Market,21.3290608,95.07259458879295,Myanmar,Myanmar
Geita Region,-3.1865265,32.0855702,United Republic of Tanzania,United Republic of Tanzania
Pasar Wage,-7.4267725,109.2491574,Indonesia,Indonesia
Pasar Tual,-5.6332807,132.7433793,Indonesia,Indonesia
As-Sanamayn,33.0732448,36.1833927,Syrian Arab Republic,Syrian Arab Republic
Pasar Bintan Centre,0.9203195,104.5067135,Indonesia,Indonesia
Biringi,2.8171649,30.3560641,Democratic Republic of the Congo,Democratic Republic of the Congo
Pasar Horas,2.95936465,99.06688165276958,Indonesia,Indonesia
Ah Nauk Pyin,21.021919,92.508827,Myanmar,Myanmar
Armavir,44.9993585,41.1294061,Armenia,Armenia
Bambadinca,12.023539,-14.860555,Guinea-Bissau,Guinea-Bissau
Kabuga,11.9945942,8.479822246337452,Rwanda,Rwanda
Murghob,38.1709568,73.9668836,Tajikistan,Tajikistan
Asmara,15.3389667,38.9326763,Eritrea,Eritrea
Zablatani,33.5159326,36.3189225,Syrian Arab Republic,Syrian Arab Republic
Nam San Yang,31.9264144,121.4695909,Myanmar,Myanmar
Raiganj,25.680653900000003,88.12464576019889,Bassas da India,Bassas da India
Oshakati,-17.7826518,15.6986,Namibia,Namibia
Tshibamba,-5.937222,22.639167,Democratic Republic of the Congo,Democratic Republic of the Congo
Kanpur,26.4609135,80.3217588,Bassas da India,Bassas da India
Gatore,-2.6583354,29.4973865,Rwanda,Rwanda
Toufoundé-Civé,15.6629989,-13.2481814,Mauritania,Mauritania
Kharkivka,51.70406,34.240608,Ukraine,Ukraine
Prey Veng,11.365959700000001,105.45572772976189,Cambodia,Cambodia
Cagayan,18.0,121.833333,Philippines,Philippines
Mukalla,14.5424624,49.1231345,Yemen,Yemen
Zarqa,32.0668425,36.0885771,Jordan,Jordan
Yaloké,5.3165124,17.1019118,Central African Republic,Central African Republic
Pasar Kranggot,-6.0180871,106.0653095,Indonesia,Indonesia
Damara,4.9561279,18.6977075,Central African Republic,Central African Republic
Baguio,16.4119955,120.593371,Philippines,Philippines
Mwetshi,-4.6906558,22.63381,Democratic Republic of the Congo,Democratic Republic of the Congo
Échelle,48.0373767,-0.6309989,Mali,Mali
Pasar Kartasura,-7.551957,110.7404109,Indonesia,Indonesia
Kalobeyei (Village 2),3.7687083,34.6232794,Kenya,Kenya
Ubari,43.0563455,141.9739081,Libya,Libya
Nyagatare,-1.298632,30.329535,Rwanda,Rwanda
Vijaywada,16.511298,80.6346206,Bassas da India,Bassas da India
Derna,47.204854,22.3078138,Libya,Libya
Kasiya,25.5432299,81.5415944,Malawi,Malawi
Kabacuzi,-1.9545998,29.745904973656646,Rwanda,Rwanda
Hebron,31.528902,35.0944873,State of Palestine,State of Palestine
Berbérati,4.2593379,15.7877826,Central African Republic,Central African Republic
Uzgen,40.7707645,73.2978049,Kyrgyzstan,Kyrgyzstan
Bathinda,30.17911535,75.04710156312628,Bassas da India,Bassas da India
Ifugao,16.833333,121.166667,Philippines,Philippines
Twil,15.5241887,-10.14249114387856,Mauritania,Mauritania
Afgooye,2.23548745,44.99694192797743,Somalia,Somalia
Bozoum,6.3147379,16.3806392,Central African Republic,Central African Republic
Gokwe,-18.224982,28.953933,Zimbabwe,Zimbabwe
Pasar Aviari,1.0505256,103.9696929,Indonesia,Indonesia
Chadcombe,-17.8562662,31.1129615,Zimbabwe,Zimbabwe
Salah al-deen,31.3386764,34.3078362,Iraq,Iraq
Cankuzo,-3.1450876,30.589869985287194,Burundi,Burundi
Bani Waleed,31.33437845,34.32475474259384,Libya,Libya
Adigrat,14.2774132,39.4614983,Ethiopia,Ethiopia
Maungdaw,20.8269243,92.3661178,Myanmar,Myanmar
Amritsar,31.6343083,74.8736788,Bassas da India,Bassas da India
Hajjah,16.0,43.25,Yemen,Yemen
Panchkula,30.7137692,76.86827600027706,Bassas da India,Bassas da India
Birendranagar,28.59887315,81.60585694604744,Nepal,Nepal
Bissora,12.2235221,-15.4507416,Guinea-Bissau,Guinea-Bissau
Donetska,50.4289012,30.4450598,Ukraine,Ukraine
Capiz,11.3852987,122.6377315,Philippines,Philippines
Dhaka,23.7644025,90.389015,Bangladesh,Bangladesh
Analamanga (Region),-18.6000004,47.51310021616148,Madagascar,Madagascar
Simiyu Region,-2.9370701,33.7006447,United Republic of Tanzania,United Republic of Tanzania
Kalagi,17.353429,77.1532997,Gambia,Gambia
Mindat,21.436094750000002,93.35805266634624,Myanmar,Myanmar
Konni,9.2714748,77.0610707495188,Niger,Niger
Pasar Gotong Royong,-3.6937552,128.179026,Indonesia,Indonesia
Alto Molócuè,-15.6325077,37.6846186,Mozambique,Mozambique
Mugina,-2.1135421,29.956343,Rwanda,Rwanda
Adilabad,19.5,78.5,Bassas da India,Bassas da India
Ruhengeri,-1.50405,29.63631,Rwanda,Rwanda
Municipal,3.4478522,-76.5122142,Myanmar,Myanmar
Cacheu,12.274246,-16.1648911,Guinea-Bissau,Guinea-Bissau
Bembèrèkè,10.25395885,2.750742720088743,Benin,Benin
Jbeil,34.123528,35.6492047,Lebanon,Lebanon
Dohuk,36.8542598,42.9924528,Iraq,Iraq
Bongolava (Region),-18.5916863,46.30781672201059,Madagascar,Madagascar
Afmadow,0.6181757,41.824659772052286,Somalia,Somalia
Gacurabwenge,-1.9982495500000002,29.896244600024964,Rwanda,Rwanda
Buyengero,-3.814518,29.5426521,Burundi,Burundi
Taboye,16.7147217,-0.2586111,Mali,Mali
Siabuwa,-17.4574967,28.1263035,Zimbabwe,Zimbabwe
Kamonia,-6.8792355,20.9296344,Democratic Republic of the Congo,Democratic Republic of the Congo
Grand marché (Nzerekore),7.7512896,-8.8213496,Guinea,Guinea
Thiri Mingalar Market,16.8423984,96.1114062,Myanmar,Myanmar
Ngabu,-0.8999695,11.6899699,Malawi,Malawi
Santhe,-13.4052161,32.0788799,Malawi,Malawi
Kathmandu,27.708317,85.3205817,Nepal,Nepal
Jumbo,42.778883,-81.208177,Zimbabwe,Zimbabwe
Burco,9.5277644,45.5381093,Somalia,Somalia
Lodwar town,-33.959397,18.5648254,Kenya,Kenya
Mara Region,-1.6409527,33.8421608,United Republic of Tanzania,United Republic of Tanzania
Amoron'I Mania (Region),-20.4591292,46.72639219499414,Madagascar,Madagascar
Wa,47.2868352,-120.212613,Ghana,Ghana
Inshaat,41.095490350000006,45.343974599999996,Syrian Arab Republic,Syrian Arab Republic
Caio,52.0417208,-3.9321304,Guinea-Bissau,Guinea-Bissau
Tarlac,15.4937252,120.4964091,Philippines,Philippines
Kabarondo,-2.00884485,30.558977218889652,Rwanda,Rwanda
Gujba (Buni Yadi),11.2761253,12.0077062,Nigeria,Nigeria
Gasorwe,-2.84883,30.235979320152726,Burundi,Burundi
Kezi,34.8651,46.1397,Zimbabwe,Zimbabwe
Pampanga,15.0519635,120.6445398,Philippines,Philippines
Gicumbi,-1.614267,30.118655987697807,Rwanda,Rwanda
Tshikele,-6.633333,22.6,Democratic Republic of the Congo,Democratic Republic of the Congo
Byumba,-1.577341,30.0640012,Rwanda,Rwanda
Kasungu,-12.992487650000001,33.472356695915096,Malawi,Malawi
Port-au-Prince,18.547327,-72.3395928,Haiti,Haiti
Maskanah,35.960035,38.0412782,Syrian Arab Republic,Syrian Arab Republic
Mokhotlong,-29.2190697,29.0351369,Lesotho,Lesotho
Ein Issa,36.40034085,38.85005171789865,Syrian Arab Republic,Syrian Arab Republic
Bunj,9.9633955,33.7259061,South Sudan,South Sudan
Kayero,-3.810759,30.1200597,Burundi,Burundi
Bubare,-0.5670206,30.0691935,Rwanda,Rwanda
Area 23,-43.3054358,-65.0552953,Malawi,Malawi
Ginnir,7.138336,40.7193506,Ethiopia,Ethiopia
Jandar,38.1058502,44.4150228,Syrian Arab Republic,Syrian Arab Republic
Adjelhoc,19.4649,0.8549,Mali,Mali
Atareb,36.1393709,36.8234774,Syrian Arab Republic,Syrian Arab Republic
Kurnool,15.8309251,78.0425373,Bassas da India,Bassas da India
Potosi,-20.666667,-66.666667,Bolivia,Bolivia
Rumonge,-3.87550755,29.470620714130433,Burundi,Burundi
Myin Hlut,20.633421,92.503532,Myanmar,Myanmar
Davao Oriental,7.166667,126.333333,Philippines,Philippines
Jaramana,51.1638175,10.4478313,Syrian Arab Republic,Syrian Arab Republic
Nyagasasa,-3.5942681,29.5911101,Burundi,Burundi
Douala-Sandaga,4.0615416,9.7010082,Cameroon,Cameroon
Itasy (Region),-19.0535322,46.99220107204388,Madagascar,Madagascar
Mugera,-3.3206755,29.9631891,Rwanda,Rwanda
Pasar Pancasila,-7.4717945,112.44593219197326,Indonesia,Indonesia
Bakandi,9.5545,16.2064,Congo,Congo
Maseru,-29.5816942,27.8243208,Lesotho,Lesotho
Qacha's Nek,-29.9656502,28.7380611,Lesotho,Lesotho
Sayoun,5.7672304,-9.7258794,Yemen,Yemen
Mutarara,-17.22562155,35.119530775153116,Mozambique,Mozambique
Zomba,-15.3863208,35.3268273,Malawi,Malawi
Chilinga,-13.1058462,-73.8766751,Malawi,Malawi
Gathi Loumo,15.4693603,-4.6116866,Mali,Mali
Pasar Weru,1.4567512,124.84020418340708,Indonesia,Indonesia
Pasar Wosi,-0.8672868,134.0504897276831,Indonesia,Indonesia
Mchinji,-13.782889749999999,33.020473863724945,Malawi,Malawi
Kagera Region,-1.5825315,31.4798031,United Republic of Tanzania,United Republic of Tanzania
Bolero,-10.9811424,33.7412437,Malawi,Malawi
Boali,4.8089514,18.1140203,Central African Republic,Central African Republic
Anbar,32.7889443,41.6093983,Iraq,Iraq
Narayanghat,27.6944263,84.4225786,Nepal,Nepal
Rosso,46.2077151,8.2348477,Mauritania,Mauritania
Leribe,-29.0182683,28.2636997,Lesotho,Lesotho
Keserwan,34.0769763,35.81462470344061,Lebanon,Lebanon
Sare Bojo,13.3286355,-14.5165527,Gambia,Gambia
Banias,35.1820319,35.9449068,Syrian Arab Republic,Syrian Arab Republic
Sar-e-Pul,35.5532126,66.2426766,Afghanistan,Afghanistan
Pasar Dinoyo,-7.5912495,112.42891640470428,Indonesia,Indonesia
Boujdour,26.1263378,-14.4836537,Algeria,Algeria
Gyumri,40.7852085,43.8416095,Armenia,Armenia
Palawan,11.083365350000001,120.91639641658887,Philippines,Philippines
Tubod,8.0486582,123.7961839,Philippines,Philippines
Birambo,-1.3337457,30.1017201,Rwanda,Rwanda
Marangara,-2.7423205,29.9941415,Burundi,Burundi
Monkey Bay,-14.0831457,34.9145436,Malawi,Malawi
Saida,33.5618345,35.3780338,Lebanon,Lebanon
Safim,11.931923,-15.615397,Guinea-Bissau,Guinea-Bissau
Yusufari,13.0683,11.1758,Nigeria,Nigeria
Jabalpur,23.1608938,79.9497702,Bassas da India,Bassas da India
Bikaner,28.0159286,73.3171367,Bassas da India,Bassas da India
Kara-Suu,40.7079547,72.8801867,Kyrgyzstan,Kyrgyzstan
Gatunda,-1.41162485,30.186830726550646,Rwanda,Rwanda
Garowe,8.59218265,48.89587914135295,Somalia,Somalia
Kinazi,-2.3873978,29.7888034,Rwanda,Rwanda
Lattakia,35.5200185,35.7781044,Syrian Arab Republic,Syrian Arab Republic
Simdega,22.6664325,84.5502679119221,Bassas da India,Bassas da India
Shire,-17.3042526,35.2900922,Ethiopia,Ethiopia
Haoussa Foulane,15.9950335,0.1318031,Mali,Mali
Kamenge,-3.3455362,29.3863122,Burundi,Burundi
Bangui,4.3907153,18.5509126,Central African Republic,Central African Republic
Butembo,0.12460345,29.289273009581915,Democratic Republic of the Congo,Democratic Republic of the Congo
Shahdol,23.3002343,81.364771,Bassas da India,Bassas da India
Marigat town,0.46079064999999997,35.97106605435438,Kenya,Kenya
Tamale,9.4051992,-0.8423986,Ghana,Ghana
S'ang,57.6728214,14.8510919,Cambodia,Cambodia
Angónia,-14.76898315,34.14447388692159,Mozambique,Mozambique
Karabak,39.9739208,46.65110431493472,Kyrgyzstan,Kyrgyzstan
Bamenda,5.9614117,10.1516505,Cameroon,Cameroon
Shariff Aguak,6.8610172,124.4444871,Philippines,Philippines
Gurgaon,28.42826235,77.00270014657752,Bassas da India,Bassas da India
Aoujeft,20.0260444,-13.0547635,Mauritania,Mauritania
Njombe Region,-9.1210886,34.4316775,United Republic of Tanzania,United Republic of Tanzania
Karachi,24.8546842,67.0207055,Pakistan,Pakistan
Basrah,51.8650996,-2.1155356999999997,Iraq,Iraq
Zahle,33.8476479,35.9026269,Lebanon,Lebanon
Bankoma,13.3768089,-3.7972583,Mali,Mali
Ulongwe,-14.840581799999999,35.16942277555084,Malawi,Malawi
Mutaho,-3.2236327,29.6041253,Burundi,Burundi
Bégoua,13.1757745,7.25114,Central African Republic,Central African Republic
Douala-Marché Central,4.95672805,9.93876872694672,Cameroon,Cameroon
Kan Nar Market,14.0720918,98.1857846,Myanmar,Myanmar
Phekhon,19.8687118,97.0053025,Myanmar,Myanmar
Ntchisi,-13.27698805,33.854627197691315,Malawi,Malawi
Calapan,13.4145513,121.179543,Philippines,Philippines
Busra al Sham,32.5191381,36.4805732,Syrian Arab Republic,Syrian Arab Republic
Albayda,37.2009214,-3.6186091,Libya,Libya
Saravane,15.87128,106.3389565,Lao People's Democratic Republic,Lao People's Democratic Republic
Jacmel,18.2352587,-72.5375127,Haiti,Haiti
Mambale,0.4669169,29.2623797,Zimbabwe,Zimbabwe
Khatlon,37.8804734,69.2636923,Tajikistan,Tajikistan
Gangaw,21.795756599999997,94.1575177345438,Myanmar,Myanmar
Pasar Pondok Gede (Kota Bekasi),-6.28384915,106.91329566978168,Indonesia,Indonesia
Pasar Mardika,-3.686871,128.1842166048627,Indonesia,Indonesia
Marib,15.5986243,45.2598934,Yemen,Yemen
Miko,58.4889083,26.6037701,Rwanda,Rwanda
Masyaf,35.0620038,36.3437605,Syrian Arab Republic,Syrian Arab Republic
Rubkona,9.283756700000001,29.634865016441445,South Sudan,South Sudan
Twinkwavu,-3.2623587,30.6548429,Burundi,Burundi
Kalay,-4.73192,18.5513,Myanmar,Myanmar
Mashava,-20.045421,30.488972,Zimbabwe,Zimbabwe
Rukomo,-1.629161,30.1030965,Rwanda,Rwanda
Mpumelelo,-19.0695051,28.7725979,Zimbabwe,Zimbabwe
Zè,43.0402358,-0.0498884,Benin,Benin
Jowai,25.4434703,92.1973181,Bassas da India,Bassas da India
Ghiryan,32.1715873,13.0211451,Libya,Libya
Kunar,34.95,71.133333,Afghanistan,Afghanistan
Junda (Mombasa),-4.0267233,39.6759721,Kenya,Kenya
Pasar Lama,3.4686809,97.2456225,Indonesia,Indonesia
Aba,5.112735,7.364349,Nigeria,Nigeria
Janzour,32.8254462,13.0262526,Libya,Libya
Bengaluru,12.9767936,77.590082,Bassas da India,Bassas da India
Pasar Dwikora,3.6631474,98.715518,Indonesia,Indonesia
Samara,53.198627,50.113987,Algeria,Algeria
T.Puram,13.0064917,76.1005354,Bassas da India,Bassas da India
Kawangware (Nairobi),-1.2784631,36.751643,Kenya,Kenya
Sughd,40.5244768,69.9577679,Tajikistan,Tajikistan
Mtapa,-19.4429277,29.8026144,Zimbabwe,Zimbabwe
Kailahun,8.277001,-10.573943,Sierra Leone,Sierra Leone
Mbare,-0.9220095,31.0367526,Zimbabwe,Zimbabwe
Murzuq,24.5351182,15.2592288,Libya,Libya
Cap-Haitien,19.7595236,-72.2008068,Haiti,Haiti
Delhi,28.6517178,77.2219388,Bassas da India,Bassas da India
Camarines Sur,13.7271157,123.32885895465554,Philippines,Philippines
Al Mafraq,24.3286297,54.60599507277023,Jordan,Jordan
Tumakuru,13.3400771,77.1006208,Bassas da India,Bassas da India
Borikhamxay,18.5806594,104.1491594,Lao People's Democratic Republic,Lao People's Democratic Republic
Kaura Namoda,12.5941248,6.5860718,Nigeria,Nigeria
Sik'ela,13.0895954,39.0106519,Ethiopia,Ethiopia
Inhambane,-22.779116,34.5661741,Mozambique,Mozambique
Ruhango,-1.85677625,29.38441773028257,Rwanda,Rwanda
Manzini,-26.4958706,31.3695887,Swaziland,Swaziland
Gonaives,19.4460597,-72.6884336,Haiti,Haiti
Selenge,49.3910136,107.0629034,Mongolia,Mongolia
Phongsaly,21.6767816,102.2773177,Lao People's Democratic Republic,Lao People's Democratic Republic
Iloilo,10.9522168,122.5799456,Philippines,Philippines
Kong Chang,13.751652,100.532306,Myanmar,Myanmar
Berhampur,21.49308515,86.63272982626935,Bassas da India,Bassas da India
Songani,-15.3025672,35.4458715,Malawi,Malawi
Mocuba,-16.8519695,36.878526564952246,Mozambique,Mozambique
Kinshasa,-4.3217055,15.3125974,Democratic Republic of the Congo,Democratic Republic of the Congo
Ngwena gare,-6.38369115,26.637093450000002,Democratic Republic of the Congo,Democratic Republic of the Congo
Mabasa,9.9322793,123.563671,Zimbabwe,Zimbabwe
Nchalo,-16.2696581,34.8708606,Malawi,Malawi
Durg,21.1982964,81.40079215767969,Bassas da India,Bassas da India
Gunjur,13.17602,-16.759896,Gambia,Gambia
Mansi,25.54595535,86.55036799425176,Myanmar,Myanmar
Tulkarem,32.3111468,35.0275505,State of Palestine,State of Palestine
As-Safira,15.430811,44.723962,Syrian Arab Republic,Syrian Arab Republic
Macenta,8.294829199999999,-9.209446285065466,Guinea,Guinea
At-Tall,33.6086226,36.3119984,Syrian Arab Republic,Syrian Arab Republic
Ekrema,42.6555086,21.1597192,Syrian Arab Republic,Syrian Arab Republic
Pasar Badung,-8.656297,115.21242345050814,Indonesia,Indonesia
Lahe,58.580612599999995,27.20883110189201,Myanmar,Myanmar
Bokaro,23.699127949999998,85.99106894165021,Bassas da India,Bassas da India
Namhkam Market,23.8297301,97.595013,Myanmar,Myanmar
Mugombwa,-1.102654,29.6051648,Rwanda,Rwanda
Mucheke,-20.0842742,30.8117705,Zimbabwe,Zimbabwe
Galeng,35.7626298,102.2736154,Myanmar,Myanmar
Pasar Lapang,3.53789225,116.60951793947882,Indonesia,Indonesia
N'tillit,15.5223868,-0.4770194,Mali,Mali
Samangan,36.0,67.666667,Afghanistan,Afghanistan
Pasar Arengka,0.464182,101.4186374,Indonesia,Indonesia
Yoko,2.40297755,23.94805618280121,Benin,Benin
Kerbela,32.6156423,44.0348194,Iraq,Iraq
Tiruvanantapuram,8.4882267,76.947551,Bassas da India,Bassas da India
Kiffa,16.6161559,-11.4002038,Mauritania,Mauritania
Damazin,11.8073636,34.3656298,Sudan,Sudan
Hawash,35.5499651,36.3805412,Syrian Arab Republic,Syrian Arab Republic
Sorsogon,12.833333,123.916667,Philippines,Philippines
Beletweyne,4.7367735,45.2038881,Somalia,Somalia
Budum,-4.8842235,145.6686934,Nigeria,Nigeria
Thala Barivat,13.5717715,105.941917,Cambodia,Cambodia
Pasar Puring,-6.24140505,106.78909201660578,Indonesia,Indonesia
Mangamba,4.7638909,9.8754845,Malawi,Malawi
Istaravshan,39.9080152,68.9956351,Tajikistan,Tajikistan
Amaveni,-18.9248658,29.7817689,Zimbabwe,Zimbabwe
Mwaro,-3.4650043,29.6708508,Burundi,Burundi
Nthalire,-10.3506755,33.6414169,Malawi,Malawi
Osaka,34.661629000000005,135.49992679245517,Japan,Japan
Burambi,-3.809995,29.5451056,Burundi,Burundi
Mathare (Nairobi),-1.2638276,36.85946663613474,Kenya,Kenya
Muzzafarpur,26.11806255,85.31320562799439,Bassas da India,Bassas da India
Talas,38.6908169,35.5518755,Kyrgyzstan,Kyrgyzstan
Pasar Cinde,-2.980295,104.7553069,Indonesia,Indonesia
Lindi Region,-9.3985098,37.8997467,United Republic of Tanzania,United Republic of Tanzania
Ntcheu,-14.83041285,34.765831629561944,Malawi,Malawi
Panama,8.559559,-81.1308434,Panama,Panama
Mekele,13.4966644,39.4768259,Ethiopia,Ethiopia
Kyzyl-Tuu,41.1101753,72.1922704,Kyrgyzstan,Kyrgyzstan
Balangir,20.74978325,83.44097217446247,Bassas da India,Bassas da India
Owdweyne,9.260468750000001,44.98592272114814,Somalia,Somalia
Al Fiq,23.2010573,57.6796486,Syrian Arab Republic,Syrian Arab Republic
Kakuma 3,3.753338,34.825154,Kenya,Kenya
Parwan,34.9797014,68.9146703,Afghanistan,Afghanistan
Wompou,15.1315345,-12.7241346,Mauritania,Mauritania
Kinama,-3.3334797,29.3767699,Burundi,Burundi
Rajbiraj,26.539598,86.74855,Nepal,Nepal
Pasar Wameo,-5.45797215,122.59363075479142,Indonesia,Indonesia
Badakhshan,36.8040254,71.367658,Afghanistan,Afghanistan
Metro Manila,14.5736108,121.0329706,Philippines,Philippines
Qudsiya,-6.79731885,39.23170399849487,Syrian Arab Republic,Syrian Arab Republic
Sekondi/Takoradi,4.927456,-1.7490216,Ghana,Ghana
Suzak,40.896861,72.9119207,Kyrgyzstan,Kyrgyzstan
Kintampo,8.053714,-1.728919,Ghana,Ghana
Zwara,35.8977325,68.303636,Libya,Libya
Zongo,4.176119699999999,18.715348089610323,Democratic Republic of the Congo,Democratic Republic of the Congo
Mabayi,-2.7155058,29.2444205,Burundi,Burundi
Kiboga,0.85925585,31.928348891802138,Uganda,Uganda
Dangbo,6.5662073,2.51544769354959,Benin,Benin
Boma,-5.85,13.05,Democratic Republic of the Congo,Democratic Republic of the Congo
Boghé,16.5955353,-14.2603202,Mauritania,Mauritania
Matadi,-5.79740005,13.494820298074796,Democratic Republic of the Congo,Democratic Republic of the Congo
Na Rat Sar,49.4856202,6.9387604,Myanmar,Myanmar
Tuan Jie Cun,40.3663421,110.6907431,Myanmar,Myanmar
Pasar Kopindo,-5.112470500000001,105.30438794005535,Indonesia,Indonesia
Tartous,34.8936225,35.885167,Syrian Arab Republic,Syrian Arab Republic
Isiro,2.7742702,27.6208169,Democratic Republic of the Congo,Democratic Republic of the Congo
Sucre,-19.0477251,-65.2594306,Bolivia,Bolivia
